feature,score
CRABP2,11.22476660382076
RP11-613M5.1,11.224229312283653
TRAC,11.22381912364705
RDH8,11.221639384991875
NTNG2,11.215537404906296
MRPL40,11.213791444291678
ASCC1,11.212826955305307
DHRS1,11.212486177931053
C12orf57,11.208477742483295
NAPA,11.20741736553094
RAMP2,11.205181720178867
LOC101929949,11.2039933814663
MYBPC2,11.203262592701721
LOC101928806,11.201957637053587
KCNAB1,11.2004659821538
PDE8B,11.190491242142329
DPP7,11.190421848570544
MRPS34,11.190212879161255
MYL3,11.188000621079906
TRNAU1AP,11.185702266999513
LOC51145,11.183641507181068
PLCG2,11.182068733311885
C18orf25,11.181489133933106
PSMD5,11.180675853391298
MGAT1,11.178218008204949
RP11-118G23.1,11.178102092169706
FADS2,11.175117270960287
CNOT3,11.174664585661635
ZNF608,11.17434679019841
ZMAT3,11.173500965672154
ESRRB,11.167172330682307
DCPS,11.161098094881899
COPZ2,11.159512198859376
CCDC97,11.155159044513809
FBXO8,11.15330492526645
PSMC6,11.148981801794845
ARHGEF19,11.142871489223428
DEFB108B,11.142708543298369
HMGB1P17,11.140541531949841
SPNS1,11.140181927617602
WIPF1,11.136208406028693
FCRL2,11.135607103804364
C21orf67,11.133062466777403
GABARAPL2,11.132920330422552
CFD,11.129768036996246
NRROS,11.129479857746317
MAPRE3,11.122211611710025
BABAM1,11.11910845727333
ARHGAP31,11.112829263393438
FUT8,11.111543537215464
OR10H2,11.11002587184487
LAMTOR1,11.10852252833539
UXT,11.091697146441804
MYL5,11.091080869506232
SPATS2,11.090892634233903
COL27A1,11.09088688148645
DLG1-AS1,11.090300806245533
RP11-473I1.9,11.088355861375607
GTF2F1,11.085071110987023
HBS1L,11.081977561999514
PTPMT1,11.08058391490957
EMC3-AS1,11.074078852311423
MEF2B,11.070608111817519
RP11-314N13.3,11.067221760669414
SLC6A10P,11.060285658932258
GNAS,11.060238041365407
SLC39A6,11.0594749545141
EEF1D,11.056668817208854
LOC100507377,11.04860751726443
TBC1D8B,11.045008650145821
TH,11.04410697919305
LRP5,11.04045563306912
AVEN,11.025388634341658
WFDC10A,11.02272461944184
DGKA,11.022418270855397
YKT6,11.019731743860229
SLC27A5,11.015755170398844
SGSH,11.014748247554543
LY6K,11.011874092042937
DPY19L2P3,11.00681930700512
TNIP1,11.003143269269732
KCNIP2,11.00069772052617
CLCA3P,10.998774375919732
SLC26A9,10.997317475373459
PDXDC1,10.990842040446468
SIRPB1,10.99069686536914
LOC100507634,10.987967394507217
SLC25A37,10.973593892034458
LOC100130476,10.971633845592565
SDC2,10.966874019265967
AC009947.3,10.96681087717632
RAB3B,10.966113807273045
NKD1,10.954796435684838
ERICH3,10.954042065749174
LINC00682,10.953468715589542
FAM122A,10.952924890944571
ALDOA,10.9528667909662
PTGDR,10.949895339651976
SPATC1L,10.948696560013746
CASC16,10.947028118878693
MOCS3,10.945705751147234
ZNF780A,10.944171151980441
ATF2,10.941549017265649
INTS3,10.930670152656718
RBM19,10.92989416007475
KRT31,10.929578121644077
SLC35A2,10.92863313775822
ATP6V1F,10.925324550294208
SLC12A2,10.923616174231599
YOD1,10.922217584807816
CYTH3,10.919548882384461
EGFR,10.917671546028835
SLC29A1,10.917063092824637
WWP2,10.9163368785084
DEF8,10.91556293377013
GSTM2,10.914574631278933
GK3P,10.912234715867537
GSTM5,10.90670369968416
VMO1,10.90635111119987
KLRB1,10.890880084414164
OTULIN,10.885755872874876
ZCCHC7,10.884414179918082
IGLVIVOR22-1,10.883359941382862
HSD17B12,10.881217525423097
CCSER2,10.879963141277326
IQGAP2,10.879475715577449
FAM216B,10.878637107609064
MPST,10.878215626941797
SEC61G,10.876980098198333
TAOK2,10.876669209029645
HES4,10.873546798611182
COQ2,10.868290132742311
MTMR11,10.867571503267238
HNRNPA1P3,10.860411298392506
KATNA1,10.858379927171233
LY96,10.85762296871337
SDF2L1,10.854887347289687
PLD2,10.852970434382225
NME8,10.852623718619798
LIN28B,10.850854217013493
LOC101927722,10.849845403836692
RHOBTB2,10.84737936161758
HUWE1,10.845923558374063
ARHGEF2,10.843683060774483
GLRA3,10.842714847563814
FUZ,10.8398646216525
RP11-319E16.2,10.834807891282798
RNF149,10.833267550889822
YBEY,10.831704160160212
AADAC,10.830899779503664
LOC100129973,10.829493410420547
TNRC6A,10.827485383164523
GFRA2,10.824128315804142
COA4,10.820500296674822
VPS35,10.818211759779812
SGTA,10.815076089722554
RP11-171N4.1,10.812349721918448
PFDN1,10.81210226325846
LOC101928009,10.81157469034851
GSTK1,10.809273412679625
RPS10P7,10.805800330905173
SERINC5,10.803453985659141
SP3P,10.800883588305926
UBAC1,10.798947807624673
ISYNA1,10.791709347054988
MAPK1IP1L,10.790831826482478
NEDD1,10.789069933073828
UBE2Q1,10.787708768131774
LOC339166,10.782465057338614
PI16,10.780393753888156
CRYL1,10.77700447164098
POP7,10.77683213511984
LOC101928535,10.776402853653915
FLOT1,10.764850445108864
GRK7,10.761880565654094
CD47,10.759706553370002
HOXD11,10.754973564988335
WWTR1,10.746477149161239
PLA2G7,10.736825124814416
RRNAD1,10.736728599458397
COMMD9,10.736689565672991
CTD-2083E4.4,10.736213511226792
CIZ1,10.731499786783967
LGALSL,10.731034012548223
PGAM2,10.730026142683457
HIST1H2BO,10.725840438432227
RNASEH2C,10.719816904505624
TRA2B,10.716636059689202
RP11-792A8.4,10.715128503688794
PI3,10.714288273179806
VDAC1,10.714164808775132
CENPA,10.710922459242942
SMARCB1,10.710395841881125
GYPE,10.70719346271557
SEC23A,10.706826961244142
PITPNA-AS1,10.702556203920246
STAG2,10.701818835219566
BEX2,10.70034302536864
SYNPR,10.696540007764227
PIK3C2G,10.696023945013247
CTNS,10.695725905212294
MDC1,10.694884097854015
ZNF317,10.69470114966459
POMGNT1,10.690005156525435
PAFAH2,10.68867725346306
DGCR10,10.683150435666388
FAM201A,10.680016604520329
CRIM1,10.675697570109849
CMIP,10.675232835239967
ARHGAP17,10.673790092530348
LOC728114,10.673006570010122
ACSM5,10.672660369241393
MRPS15,10.664236427480212
GOSR1,10.663260071529459
GRK4,10.66227556279587
SLC25A5,10.660346934812003
MCFD2P1,10.660123315817776
SYNPO2,10.658898520085728
THOC7,10.658213471214731
LSMEM2,10.654755411538105
LINC01098,10.648519777662354
MAL2,10.648371226085384
CA6,10.638720104856592
CCDC92,10.638197752194522
GOLT1B,10.635782300064465
ZIC5,10.634836096796288
GGPS1,10.633812317034605
LNP1,10.633594858154144
BCL2L10,10.632866398284062
C14orf105,10.632339895753006
PDCD11,10.631970457956351
FAM214B,10.630574216789773
BRCC3,10.630560332237698
HLA-DMB,10.630502842711971
C3orf67,10.629303693093306
COL6A2,10.628959373813794
EMP3,10.628470323468015
SCUBE2,10.624441259345891
WDR18,10.624051636272698
CNNM2,10.622790236718005
TRIML2,10.621477792264317
CTD-2002J20.1,10.620540319668553
SCGB2A2,10.620325063762147
RMND1,10.619020660607681
RHEB,10.617720564325786
SFTPA1,10.61457825109722
OS9,10.613712788418136
EPB41L3,10.61237055666867
TSPO,10.607827711735862
RAB3IP,10.604909275333236
TMEM184C,10.600060023373977
KDM5C,10.597926613619412
GMPR2,10.59486440860313
LOC101928001,10.589282327802
SS18L2,10.588759153908725
RNF14,10.587694853728179
ALOX5,10.584198644965447
SULT1C4,10.58331215120416
THBS4,10.58299808624379
MGAT4C,10.581533802348297
GPR34,10.578889546168266
CLPTM1,10.578159849267863
CHAT,10.57339500782707
MED13L,10.57162157869864
CTAG1A,10.569612476654882
SUPT6H,10.56821050445327
ARHGDIA,10.559906904840132
CLDN5,10.559721514563813
NRARP,10.554670128264931
RP11-1217F2.1,10.552711943591314
RNPEPL1,10.552005073252225
RREB1,10.551754498953
MPLKIP,10.550174760940173
SAP30BP,10.550004284984444
SH3BGRL3,10.54980721324093
WNK1,10.54560976091253
SH2B2,10.54154193848304
CKLF,10.539434718468858
C8orf74,10.537548824799464
DPYSL2,10.537236625817533
ZCCHC5,10.534114422624116
KCTD6,10.531134051505148
CERS3,10.529859984980245
C5AR1,10.529035170328335
RNASE11,10.526171035561164
MIR100HG,10.524233508622084
SNRNP35,10.522678514541244
PRKRA,10.517294174840256
CCDC101,10.515334506547218
SPP2,10.514158789901142
BLOC1S5-TXNDC5,10.509298999254133
TOX,10.509080110759292
DDT,10.506918413542886
PACSIN2,10.506139229546793
PPP1R14B,10.506036211258683
MACF1,10.50371705403995
SLC4A1AP,10.502873859028858
KCNJ9,10.500415506337907
PCDH19,10.499770622721146
FHL5,10.495712407763792
EIF2B1,10.495243571333635
CELSR1,10.490170860988005
CD86,10.489379723190114
SLC39A1,10.484247783240516
PELI1,10.484002061063372
SLC16A1,10.481789848675596
TAF15,10.474259854172276
SLC25A32,10.474042393815429
CARS,10.471919086873351
CSK,10.471758118701555
MIR186,10.47052463680439
BTBD8,10.462435053876396
RPS4X,10.459211771286682
LINC00996,10.454546421253735
DCAF12,10.45284423221159
B4GALT2,10.452350329832353
CIDEB,10.452047274024865
RP11-285F7.2,10.446691131078813
MZB1,10.446313439804236
COMP,10.444018226001479
PTGES2,10.44365184548482
RP11-138I17.1,10.437169201510855
GGT7,10.43107368731639
MATR3,10.430369313769805
RP11-554D14.1,10.427960145701043
CRISP2,10.4260880174591
CR1L,10.422049646847846
CTSZ,10.41968168904485
LSM14B,10.412021076087989
LOC100131860,10.408238642100155
NAPG,10.400850934974976
RP11-305K5.1,10.400411321900586
LINC01233,10.398704632023346
RPL24,10.398206781624651
RGS19,10.39686104282542
XRRA1,10.395825466696936
DDX41,10.394952037001614
HEY2,10.39340078744746
FAM98B,10.383832043547445
CREB1,10.383329879183641
ADAM28,10.380509383501069
BLOC1S1,10.37944693543459
RHO,10.376396351204324
NARF,10.375253699780517
RPS11,10.372146067321848
MYL10,10.37152810888599
ENTPD1,10.363682464919616
EIF2AK4,10.363179409657123
SUPT4H1,10.359960485113671
RHOC,10.356897570970048
GNA13,10.353802848005554
SMAGP,10.352371395812975
ZBTB46,10.351547298023341
TMEM8A,10.345482045841482
CTSB,10.344150069564495
PKM,10.343073041534513
GALNT3,10.341842045292765
TGFBR2,10.340946671821417
METTL8,10.33932404235687
VOPP1,10.336006648922838
TEKT3,10.335157433194434
LOC100507654,10.333221654790984
ACOX2,10.330059266288584
KRT8P17,10.328774481227407
TUBB6,10.328326800324698
FUCA1,10.326365875007161
LIMD2,10.32381180183651
RBFA,10.321890526371032
WDR1,10.31713409832134
KARS,10.312964124473996
ADA,10.311223746975108
BTF3P12,10.309350813853845
FTH1,10.298363493633856
UCP2,10.296918668587445
SRSF12,10.295728660663888
NPY1R,10.290483089337158
ECHDC1,10.28747223317314
MLKL,10.287314197493853
HABP4,10.282342360139431
A2M,10.276931616235554
CBR3,10.276723574065585
PPIL2,10.27445362530675
RPL36,10.272812572783051
CRYBA2,10.272393702212868
CNP,10.272145684171555
LOC101929745,10.272075113073365
RPL15,10.27061097713671
MORF4L1,10.269537483275617
MATN3,10.266806120975108
FLT3LG,10.265737385956633
MS4A6A,10.265702747028447
PSMA1,10.257484191748242
CCL7,10.256950800274788
RHOG,10.255366069081724
DDIT4,10.254091250627932
IRF8,10.250713239541025
ZNF513,10.250611138072253
AK1,10.249208210795953
OBP2B,10.248082763436775
GGTA1P,10.246492051639905
IFITM2,10.245872613588825
PAX4,10.242537526931132
SEC16B,10.241268065357538
OCA2,10.240030627906068
LY86,10.2392649014713
CMTM5,10.237566027989908
SCN9A,10.235528283165472
CTD-2311B13.7,10.231080406928076
RP6-24A23.7,10.230031814719354
ADH1C,10.227270496308497
ERVFRD-1,10.220616436791095
MUM1L1,10.219339790591944
GLTSCR1L,10.216195832445264
GZMB,10.215603803688253
MMP9,10.209809300604897
COMMD7,10.205496988983203
PCOLCE,10.20123418956243
LMNA,10.200605762623654
PHF20,10.198054562592207
ASCL2,10.197655245388962
RP11-218C14.8,10.196339260338863
ARFGAP1,10.195600180753134
ARFIP2,10.193636843362755
CSNK2B,10.192055529372304
PDE7B,10.18998972894742
S100A7,10.188908872728591
LINC00657,10.188538579490343
MTFMT,10.182336130869954
GRINA,10.17997067878404
ERH,10.178061155923272
ZNF524,10.170490644151197
MYOM3,10.169840015319933
FAM98C,10.16405083164612
GNAQ,10.16388394900345
LAMP3,10.163416184182102
BMS1P5,10.1629898092739
STAMBPL1,10.161926721040162
RASSF1,10.148824075208951
GPX8,10.146375649122788
ZNF32-AS3,10.145066393176894
TMEM239,10.143707525886846
ZFAND1,10.143327587356747
OFCC1,10.139018039953104
TCIRG1,10.137775486298992
TMCO3,10.136988680721187
CYBB,10.135697838284308
UBL7,10.133217051801436
DQ573539,10.133135327320941
HSD17B3,10.130634699091843
SP8,10.125714814424821
PANX3,10.124635831468105
FAU,10.124238551283227
SLC22A9,10.123697160319004
RPL27A,10.121712311831669
TAPBP,10.12143870502218
HIST1H2BB,10.120076014202425
ABLIM3,10.119865336950982
REPS2,10.119578081748529
JSRP1,10.119312436019845
RANBP3,10.119227154637542
ACD,10.119022437433653
LRRIQ1,10.119015137578183
RAD52,10.117550539230765
LOC100506476,10.116512385018853
LOC102723600,10.115743244417308
SPTBN5,10.112362207894936
DESI1,10.110797395524644
B4GALNT4,10.10706355379691
LOC100506325,10.103738212769237
C11orf97,10.101326136821246
IRF3,10.099131569565461
HIRA,10.098509421204218
KDM1B,10.098130130475306
SFRP4,10.096693536627363
LOC283745,10.09551280562352
GDF2,10.095431412484336
INO80E,10.09518152488354
CDKN2B,10.09412516907547
PWWP2B,10.092206456451214
DPCR1,10.088984752904251
ATP1A3,10.088384242918108
NMT1,10.087718204851067
SNX29P2,10.086107311800593
DTNBP1,10.0857882945579
IGHM,10.085566426246361
ASCC2,10.08505597122096
ZNF678,10.081744811688388
CTSD,10.081522938643037
AK025975,10.081375745814542
C11orf57,10.08090306112615
TBX2,10.080694374541402
LIN54,10.080650623468088
KIAA1109,10.079183585410679
PARP10,10.079120403546241
RP1-28O17.1,10.078456699873122
C16orf70,10.075868126937806
FBXO38,10.075255177428401
PPP1R12C,10.074850142586845
GJB5,10.073956291572795
LOC286052,10.070288658730542
GLRX5,10.070020265245615
IYD,10.065498777156021
CSTF3-AS1,10.065292412914452
UBXN11,10.06156464542463
LOC101928135,10.060603401586716
SNRPC,10.057876272389716
LOC102546226,10.056937704557106
CT45A1,10.053176274548067
CPLX1,10.052547441975278
TPD52L2,10.051908142289811
CDC14A,10.051650280136968
FDCSP,10.05066144665798
RPL10A,10.049393846859042
TOB2,10.049085533440868
DLGAP1-AS1,10.048179359418118
RP11-475A13.2,10.047637389849259
RP1-193H18.2,10.047573730078474
IL1RAPL2,10.036968946656168
HEXIM2,10.035611055345813
EPHX3,10.035465647092554
EIF4EBP1,10.033487473295317
RPS27A,10.0328965192791
MGC27382,10.0270355963433
SNTA1,10.018830429611395
LOC100131756,10.018764341257276
PSMB4,10.017955362057394
PRUNE2,10.01728411171669
EIF3K,10.016205822126837
BLVRB,10.015593563479927
AKR1E2,10.01346371012844
NFATC2,10.011454373683035
H2AFV,10.00971336386309
LOC100507201,10.002555572347154
TRPS1,9.999218572773946
ZNF605,9.996242159402406
IFIT2,9.995263670423752
LOC100129447,9.990736460479276
RPLP0,9.983216310714692
RP11-579O24.3,9.981521567583496
LIPI,9.981138811859047
PA2G4,9.980636754787323
KLF7,9.973559698530181
DACT3,9.972922018200979
EAPP,9.972654987856965
LOC101928271,9.972264321912181
ASNA1,9.970750784206304
ANKRD32,9.969690437372561
CD72,9.965625850191811
CHMP6,9.96507950103564
CARD6,9.964424807049948
CD40LG,9.964060536239208
DPEP2,9.962347179660693
RP11-805I24.3,9.959537706709119
LOC340090,9.95766821532151
HAGH,9.95715489286082
USP3-AS1,9.9553386191164
OSBPL11,9.953058993392355
FOXD3,9.95182196497684
HIATL2,9.950292024339957
CYP20A1,9.94467364387423
LOC101927095,9.941725691712035
NHEG1,9.936891943644287
FGF1,9.930829146742589
OBFC1,9.930347688246881
RAB40A,9.93028587711697
SRPK2,9.929085411220104
LOC441666,9.92341335093519
CTD-2083E4.7,9.921374324372152
RP3-452M16.1,9.920384584948208
SERPINA5,9.9193074021464
PLXNA1,9.91707655859583
FMO3,9.913957854989375
COL16A1,9.913910992023675
PFKL,9.911497081698505
LINC00265,9.90901026654472
CNOT8,9.90720574122321
GBP4,9.902965751735854
TMEM129,9.900678887314058
SHANK2,9.900169005614977
HYPK,9.897833591922936
ZNF667-AS1,9.89512564563097
NDUFB10,9.893785101003184
ZNHIT6,9.889743524819195
COMMD3,9.887210145198006
RAD51C,9.884870028982451
SLCO3A1,9.88448313806825
TPI1,9.881385879855955
HNRNPA1,9.879031547740986
LOC101928020,9.876773549744943
OLAH,9.875158372619252
EPAS1,9.873933173172063
PRPF4,9.872422403051221
PTPRCAP,9.870358037243538
LOC101929196,9.870178640742077
TRIM42,9.867150175645738
LINC01138,9.86704963273222
LOC100652931,9.865432264253327
SLIRP,9.863706446467354
ADD1,9.862852459132082
SHB,9.861743460526919
ARAF,9.860553843747232
SFTA2,9.860159818347574
LOC285766,9.859422709561317
ARHGAP35,9.85858062434383
ABCB8,9.858537073377976
TBC1D12,9.858421865550675
C19orf68,9.857150935053587
LIPT1,9.856177766652086
CDC37,9.85596978725312
WNT5B,9.854268472046597
OR2F1,9.85088826545214
CNPY2,9.849371916741772
MYH11,9.84932366890043
GPR108,9.848344531694034
EFS,9.845911165568573
ANXA2P3,9.844406289688921
CD82,9.84205576688698
LOC101927292,9.835842184719365
RP11-774O3.1,9.832425917005265
RBBP5,9.829710207597657
PODN,9.829499834186903
ND2,9.826954260672087
KRTAP1-1,9.82624601459888
LOC284630,9.824483494229886
RP11-324J3.1,9.823764731446474
ITGAX,9.822505695216893
PMS2,9.82247689572669
PMS2P4,9.820859688428731
CSNK2A2,9.82038645317748
NCOA7,9.820183329848433
FADD,9.818727190370923
NUBP2,9.818638772715836
PTGES,9.818287074770613
NOV,9.814688303291852
RTN2,9.811136868961242
SETBP1,9.810034228349785
S1PR1,9.808097367162693
HIPK1,9.801831763392686
RP11-981G7.6,9.797151562196273
OSCAR,9.794722986990653
FTSJ1,9.793772547930763
SLCO6A1,9.789742488818604
SP1,9.789546419959015
IGKV1OR2-108,9.788645226599325
CCNF,9.78839263848233
BTBD2,9.78417550567104
TGFB1,9.778308153226916
PMS2P1,9.777952922165852
TMEM119,9.77692358088307
LOC100996549,9.775375172146129
RPA1,9.774440767260346
IMP3,9.76831020734745
APEX1,9.768108997798624
OR5AK4P,9.768005819650229
FN3K,9.764784968928508
MAP2K2,9.7618488048078
IFNE,9.76177887963579
RIT1,9.756264771632228
LIN7B,9.755210818292
SLC39A4,9.755185442327447
SCARF1,9.75488771136295
GSR,9.753902901988557
ALB,9.753564172135896
GEN1,9.752928935106501
ECHS1,9.749984475625354
RDX,9.749978105548763
STEAP4,9.746123851576622
RP5-882O7.1,9.745623109536426
TEX36-AS1,9.745198516993774
TIMM22,9.744942967219737
BGLAP,9.7442162874694
RALGPS2,9.742603557891547
OST4,9.738365023056817
HERPUD2,9.737147773963907
RERGL,9.736835499469308
AP001062.7,9.735928440440368
MPRIP,9.735832866082568
ZNF486,9.729051695649726
SNF8,9.728728064628054
C1orf123,9.726908653520775
AC010980.2,9.724613335709506
C1orf145,9.721097251784036
CCDC122,9.717817223318196
LOC100996792,9.714198211348842
NIT1,9.710526335826206
SNTG1,9.709576631447392
GPS1,9.709379963332607
GIMAP8,9.708413544133137
ITGB1,9.707101721004769
OR1D5,9.706345016318842
EPB41,9.706251999209043
MPP5,9.705546408026159
MORF4L2,9.698008960540225
TIMM10B,9.697285776831285
MTMR2,9.696963877610594
LOC728392,9.694450031301912
MAPRE2,9.694328944454815
ATG12,9.694188194357608
POGZ,9.692724787529988
ISG20,9.689742974371812
POLD2,9.689256903258114
CELF1,9.688157880317968
STAU2,9.685218901857654
NR3C1,9.685020818898694
MBL2,9.684514121182845
DDO,9.683275306351655
AK131021,9.679521015139882
YIPF2,9.675869505484489
KXD1,9.673482631819153
ANKRD13A,9.670601710447249
COL6A3,9.668381512354772
AQP4-AS1,9.667856917687363
MAGEA11,9.667055445354013
ABHD14A,9.666078859092568
RP11-109D9.4,9.665608231250813
ARL15,9.656556090491234
CAMKK2,9.655481990581535
CYYR1,9.654387723276717
PYY,9.653337074312585
ZDHHC22,9.652794493848493
TSSK4,9.652222959399056
SLC30A9,9.647897552404437
MECR,9.644378668294383
TPGS1,9.63926370980172
ARHGEF6,9.637735400731263
C11orf24,9.63465441266829
LOC101929591,9.634453762360376
MIR1236,9.632829097728075
MTCH1,9.632223210670935
PLEKHM2,9.630758044303652
PSRC1,9.628754950408254
TRDV3,9.628463590132416
CYP1B1-AS1,9.625951566658523
MOP-1,9.625844696494479
GP5,9.621320666467131
ALDOB,9.616363191231777
KLHL6,9.612840415950496
PTPLAD1,9.610303339061478
TLX1,9.607784334879533
ADAT3,9.607259631271122
TRIP6,9.60618260743364
ABO,9.606013674425785
NBEAP1,9.60495485426854
GLULP4,9.60199631621972
DDR2,9.599802609231785
TOR4A,9.598977548884582
MIER3,9.598753572078458
GSTM3,9.597785435284335
PSAP,9.59555965526349
ZG16B,9.594651662362875
SRC,9.589520431011506
MCL1,9.586490171568672
AC128677.4,9.58511153929194
DDX18,9.583171672121013
IGHV7-81,9.578156945299723
MTNR1B,9.57573835999403
COLEC12,9.57038255168411
PEX5,9.569440118490869
PJA2,9.567799574542544
LOC101928651,9.567296523962632
LOC101929413,9.566046570797772
LOC101929774,9.563440480332504
FSTL5,9.56336509513347
CDK19,9.562350348543932
YBX3,9.56143127393773
ANP32A-IT1,9.56141959175683
CNOT6L,9.560601094402234
GALNT10,9.55775036476603
CXCR6,9.557497935857189
ARG1,9.555504421971085
RAG1,9.548766219350554
GOT1,9.548027091611582
FAM76B,9.545866555572632
ATP5C1,9.545299585727609
B3GALNT2,9.542349757135764
THEM5,9.540993391611917
STARD3,9.540925179296151
TNFRSF14,9.534421198851511
IRF2,9.533716274794092
AIM1L,9.532713265925857
PARP3,9.52979632870053
LOC100506827,9.523000702114732
LOC101928833,9.522459663248375
CROCCP2,9.520722726802266
GSPT1,9.515880455117848
PCDHGB7,9.514133826747088
RP11-355F16.1,9.513746695514905
LOC101927907,9.513690868106115
YIPF1,9.510010965335631
PRTFDC1,9.509954526368317
MIR6125,9.509012767426183
MICAL2,9.50364108340304
LINC01153,9.499633786779292
CAB39,9.499597469213203
TBXA2R,9.49882281250043
APOL2,9.49717666278406
NPY6R,9.493987540265415
RP11-286E11.2,9.493046703969206
LINC01254,9.48802025463893
LPO,9.486888166447525
PRKCQ-AS1,9.485424881237131
FUNDC2,9.485089503342076
HOXA2,9.48469054894701
CBLL1,9.484595885004735
SATB1,9.478305567521678
RNF141,9.477329861463847
PPP1R36,9.475428802050722
HSPG2,9.473023695677657
RP11-389C8.3,9.471630037585726
CHN2,9.468097705869843
MFSD3,9.466843181588086
BC039319,9.46663271392861
T-Cell Receptor V-alpha region,9.465846299591776
TMEM42,9.465253440308334
NCF4,9.462910011617977
C8orf76,9.45954761106051
LPCAT3,9.458743550335893
MTMR9LP,9.456847760000363
SP140L,9.456309376956268
GSDMD,9.452288644311167
C1QTNF9,9.452022429744794
DENND5A,9.450701127776506
C1QTNF7,9.445152160368034
GPR25,9.442975425178075
SERPINB13,9.442417836326365
AC004941.5,9.442193058869325
SPATS2L,9.44176710003451
EFHD1,9.441146737596661
SLC25A11,9.441044380451299
ACOT7,9.437999019343346
TLR8,9.436017113932152
EDN2,9.431995178202502
HAAO,9.430625318126841
LOC100131655,9.426413738087003
RCOR3,9.424385504916208
LOC101928787,9.423767404850642
PLS3,9.423657224454901
LTC4S,9.421629634007648
PLEKHG6,9.420092415276253
LOC285422,9.419567904761744
KATNAL1,9.419030855274428
FMN1,9.415503203571694
LOC101927482,9.413645235085378
GOLGA8I,9.411311171476699
LOC101060019,9.409327830298981
RP11-69I8.2,9.407681467276582
LINC01393,9.406272854295063
GPR75,9.399526731740249
SLC22A24,9.398454758772068
LRRC32,9.39806130014304
PKP2,9.396724482791177
LINC01082,9.396039999792409
SLC15A3,9.395712313207705
NDUFB11,9.395396298246684
ESAM,9.39272196614973
PHYKPL,9.379951795901679
CHM,9.376911541304441
DCXR,9.372679110321513
NBPF8,9.370619990103615
IGDCC4,9.369572203825953
LOC100130458,9.366624031475077
THG1L,9.366377005293796
KDELC1,9.366258802673276
CRYBB1,9.365825162915083
LAMA3,9.360308591199493
VWDE,9.35960904467987
DHRS7B,9.357980447898148
GNG11,9.357516164697447
FAM89B,9.355652684036892
EIF4G1,9.353687096273887
RP11-764E7.1,9.35255517006747
ZNF491,9.351105620354963
UQCR10,9.348424443334714
DSTN,9.348206767839617
MYOM1,9.346438810730428
C15orf32,9.346194473462948
CCDC120,9.33712742774642
FETUB,9.336338631146962
NACC1,9.334821756689529
LOC101930566,9.334699979061838
NPPA,9.332567619833275
VPS51,9.329546156783325
HNRNPF,9.32825133286086
CLEC3B,9.324595398553498
LOC100507487,9.322921637985425
FRZB,9.322856275840365
SGPL1,9.322002050374653
CDK5,9.320734407058852
RP11-29P20.1,9.319649824424687
ARHGAP18,9.315561755551546
DHRS7C,9.314831967517872
CNN3P1,9.313452822951207
DEPDC1B,9.312616686065237
DNAJC17,9.309222257461574
FRMD8P1,9.308609317653852
BATF3,9.306746156568405
MYO5B,9.30581615039436
RGL4,9.305481288205112
PTPRG,9.30476202664321
FAM124B,9.30053341310467
LINC01234,9.298004234609305
ANTXR1,9.297364425560346
ZNF250,9.296924300421043
LRRD1,9.294860325973405
MIR4746,9.290138901293437
CBLN2,9.289948226539035
CD4,9.280134974078733
SHOC2,9.279348607255379
TRAF3IP2-AS1,9.27708343831836
SPTLC3,9.275761158213559
CDT1,9.27356925032804
RP1-263J7.2,9.270623135394137
LDOC1,9.265084424746712
RAP1GDS1,9.261664300057149
GZMH,9.255264748210772
OXGR1,9.25307450518284
LRRC15,9.247189511542476
EMC4,9.24665758303827
ORM1,9.243205944926856
STOM,9.243139693967079
MRPS16,9.242443522454927
DDX49,9.242130748493398
GPS2,9.240326249094558
PCBP1,9.239245915416936
ST8SIA3,9.236968837733718
USP21,9.236477055860096
UTP14A,9.233466076585257
PLSCR2,9.233152841724616
LINC00665,9.233088863587904
NAT16,9.232575644648415
KAT2A,9.232229851252814
GIPC3,9.23162809684475
LOC101928626,9.228283087815505
PRMT7,9.227493979560553
FAM132A,9.22697654875479
LOC100506016,9.226358883681335
NAAA,9.222160768552113
RAN,9.220736608316315
MAB21L3,9.219466750881391
TMEM212,9.219056635225796
NDST3,9.217573074488984
NDUFA1,9.217165565394536
AP2M1,9.214952980016589
APOA1BP,9.213593086784439
HSPB6,9.212559771282606
B3GNT2,9.209883115044585
KCNG1,9.209287543892348
LOC286068,9.208983525135627
MRPS12,9.207909645510101
ELOVL1,9.205964489435399
LOC101927830,9.205818063905784
RP3-486D24.1,9.203872527328432
MRPL14,9.203397696041888
TRAF3,9.20322810357642
CTD-2541J13.1,9.19734851180713
GLRX3,9.195736296817024
VRTN,9.181266539176976
CEBPA-AS1,9.180718765594941
RNF126,9.180332175713746
TAOK3,9.179575954960741
LINC01012,9.173676410993709
CTSC,9.171303162665332
NUP188,9.171261151022259
NREP,9.168804412666702
FERMT2,9.168583030522376
C19orf45,9.168490958951876
SCYL2,9.16846483734594
TBC1D29,9.166096388849947
PP7080,9.165765069680964
DDX39A,9.165346932408118
GPIHBP1,9.16522769303448
HMGB3P19,9.164706282928556
BC048141,9.163188720377628
HSFX1,9.16241579666205
POLR2K,9.15854782965276
ERVV-1,9.158483466656389
RP11-391M1.4,9.156985421223318
FANCM,9.156402082714944
NRG3,9.154840460107895
RP11-799D4.4,9.152508399038354
