gene,score
RP11-173B14.4,6.627820813825787
C9orf9,6.627503913653315
BPIFA4P,6.626416416686911
PCED1B,6.6243356385207575
MRPL16,6.623753039096408
TSC22D4,6.622985741622323
ANXA5,6.622861673471358
ACTR1A,6.622442005148794
ARMC5,6.619261549002122
LILRB5,6.618770331488378
GNG3,6.616606593068302
AKR7A2,6.61593776414233
LOC149351,6.615368866029788
PIH1D3,6.613662275657469
SPSB1,6.613509679482776
DCTN4,6.6134090988321095
HOXA7,6.611476644094882
EMILIN1,6.611120287809667
TRIQK,6.6095663354235565
RP11-353N14.1,6.6094160664580075
MAGI2-IT1,6.609003287275299
FYB,6.608141260761856
SSX3,6.607609291614815
SLC25A34,6.606920306522671
COX7B,6.6041628976944615
ENPEP,6.603128808432683
SHROOM2,6.603079725167746
LINC01212,6.599702228802103
GJD2,6.599671337167362
ACTL7B,6.59864158930313
LOC441178,6.597816239527461
PRO2012,6.597497818354232
ATP6V1G2-DDX39B,6.592795232865652
VEPH1,6.592642966899509
MXD1,6.5897448340458915
PTGR1,6.588167220130324
FGF8,6.587175630360615
ATAD3B,6.586885729084614
TOM1,6.586424519840568
TRAF1,6.585957618503265
SPSB2,6.585356726935428
ELAVL1,6.584433484250209
HOXD12,6.583362314759387
SHMT2,6.579699583786834
KIF2A,6.579602780296761
TARP,6.577889114758416
LIPF,6.576765922085697
LIMS2,6.576268160532185
SPHK1,6.575249064956612
FGF23,6.57407564917102
PAAF1,6.5737491821958445
GS1-164F24.1,6.5715202428906965
ZNF229,6.570175817014379
STEAP1B,6.56736984309451
BLVRA,6.566984829921073
OR2AD1P,6.566519206008614
FAM212A,6.566084758757186
RP11-587D21.4,6.565253684823704
LOC653581,6.563579031984055
COX6B1,6.563053191304151
KRT23,6.562963756441191
AGTR2,6.562664720595996
PLEKHH3,6.5625190247926355
NOP10,6.562454443338143
EID1,6.562066820138699
PRX,6.560849876595998
EDF1,6.559990796948729
LOC102723722,6.55973733945577
A4GALT,6.55905485856439
ZDBF2,6.556906763884961
DDX58,6.556662900546923
CASP2,6.555273274614917
RP11-138I18.2,6.555238242770307
LOC101928052,6.554523703098999
YTHDF3,6.554176747819436
KCNJ5,6.554045119271443
GLA,6.553058607509899
ATP6V1G1,6.552242633763606
NME1-NME2,6.552229280887079
SEMA6D,6.550136017500726
DACH1,6.548713534288241
C11orf42,6.548479348189087
PLEKHA4,6.548020826738109
C16orf72,6.54756242264773
MX2,6.54690520860584
TNNC1,6.545940095081591
ITM2A,6.54504495354432
EIF3D,6.5447659581455
GIPC1,6.5447630888195025
LOC100287525,6.544236772924499
RIMBP3,6.5430654558605
CADM3-AS1,6.54232644604861
FGF3,6.5421357029517635
ABCC2,6.542072317817897
LOC101929123,6.540160573387412
ERVH-6,6.540050998996494
LOC102724985,6.539355167076835
ADAM22,6.538641644798813
ZNF641,6.538334981145779
DKFZP434L187,6.537659197008055
LINC01305,6.537343265601917
LOC100507461,6.534909950137604
LOC101927346,6.533891289762874
SLC26A7,6.532919453122405
CYP4F11,6.529411566768463
NT5C1A,6.52874478425763
RP11-96K19.4,6.527910038397319
PSMB6,6.524287083208659
ZC3H14,6.523811291125117
LOC644172,6.522010937780792
PPP3CC,6.520974703315126
OR52A1,6.52031034168021
CD163L1,6.519784923784087
SLC25A45,6.519376343915157
TMEM151A,6.519049340981843
NAA11,6.5183413999442035
LINC00504,6.514471148063767
LOC283335,6.512416820887558
TGFA,6.511979228912014
CLEC4C,6.509541588632921
HSFY1,6.509314689999968
LOC339862,6.508599877996266
RARS2,6.50850268028208
RPL34-AS1,6.507265174037047
RPL37A,6.506594020791143
GAD2,6.506299254446053
SLC7A1,6.505746063368944
L3MBTL2,6.505334560033303
BC127192,6.504082918174599
TIMM8B,6.503218598679723
MYO1E,6.501330867391667
PAPD4,6.499918345856057
APOH,6.498601463901943
GRIN2A,6.497038959824973
MAGOH2,6.494381812125256
TM4SF20,6.493813126201895
CUEDC2,6.493669584849829
RP11-131L23.2,6.492935394923872
COMT,6.492598183031462
MAX,6.49220011397302
LINC01088,6.492178414343446
RCVRN,6.490854095047479
abParts,6.490232209092324
CHRNB4,6.488739568090609
SPAG6,6.487706937553594
MSTN,6.485564645771438
SLC26A10,6.482154569446441
LOC285692,6.4810554974347925
MED12,6.479517138033946
LOC283214,6.478464124677415
AKR1B1,6.477323380019695
FBXO18,6.476830714525768
DUOX2,6.47597486635135
TSC22D2,6.475495908551112
SEC22B,6.472993664470132
SLC11A1,6.4727339103022175
HBQ1,6.472711949463938
SPRYD3,6.471066292978295
VEGFC,6.470975963096823
TEX37,6.4701513692731885
LOC102723845,6.469674771977389
TNFRSF19,6.469247770365514
GID4,6.4685729928126285
CCT8,6.468464390050728
CXorf30,6.467618667349318
CYP51A1-AS1,6.467594150484189
C10orf71-AS1,6.467414655986537
RHOJ,6.467223707907324
RAP1GAP,6.46698149366933
SULF1,6.465791321889708
HARBI1,6.465394290238666
SLC38A11,6.462936198411844
FGL2,6.459967281967638
EZH1,6.459356173303958
PAQR7,6.459035309685901
C5orf24,6.458804781046291
USP4,6.45844636795771
CREG1,6.457847736848409
NIPSNAP3A,6.457046506252881
HDAC3,6.457033192702046
INPP5B,6.456557323354079
DHX33,6.45349488238202
COX1,6.451819724354059
KLC4,6.450504559708871
RCC2,6.448553804104747
C19orf40,6.448190778588643
BC036830,6.447198525099687
RNF168,6.44675630407061
ZC2HC1A,6.4459778177768845
CNOT1,6.445790866449247
APC2,6.444699171728419
MGAT2,6.441632762023475
LOC101927709,6.438025803811615
STYXL1,6.436423322638573
ARMC9,6.436353674026923
APBB1,6.435800883676357
ABI1,6.434928726015539
RP11-143K11.1,6.433317600706189
OTUD5,6.432992381205307
FER,6.432385490624035
MPC1,6.432317862054841
RDH5,6.430024279712705
PSMD10,6.429744672133433
NSMCE4A,6.429276578284171
GEM,6.424794700822019
ADAMTS19,6.4220988449317895
ADAMTS16,6.421298482913654
MRPS26,6.420852930160638
IFI30,6.419495016844896
GTPBP10,6.418835857394368
RAMP1,6.417744118416121
ITGA7,6.416141617835314
BVES,6.416021449625431
LOC101929255,6.415485763272712
PSMD14,6.415445078398554
TMEM205,6.414911266130761
AC003973.4,6.414695707801783
GJA9,6.413969330562164
LOC654841,6.413418296874668
OR2M4,6.413328904044927
AIFM3,6.412156494181876
KCNE4,6.411525533201407
RP11-4M23.7,6.4109832377037534
SLC6A19,6.410336005210324
IFIT5,6.408975855377414
CREG2,6.40709841112945
FAM195B,6.405133336341915
NAIF1,6.40364816520065
BC036309,6.403371075774536
GTF2A1,6.402856022188342
SHISA4,6.401803229047617
OR11A1,6.399347502943773
GAB1,6.399185471739033
MGC45922,6.398238415294103
ZNF655,6.397951831519091
LOC285902,6.39693144254055
RNASE4,6.396428728610665
CXCL16,6.396353158434678
NKIRAS2,6.394994779203545
PRKACA,6.393110522773165
GMPS,6.39179951186951
AUH,6.391023062660188
AKTIP,6.3909282048695495
LINC00671,6.389375230002827
LINC00992,6.389071209899968
TMEM121,6.386346057860485
PRKCSH,6.386279753282227
DPM2,6.3855545930655815
LOC643085,6.385099077537859
MVD,6.383913401298596
LINC00319,6.383333785391671
SLC40A1,6.383129929348257
SLC25A1,6.382244590709196
CLDN8,6.382127065045262
LOC152578,6.3814993227059675
SLC43A2,6.380068342906229
LOC728084,6.3794933626971675
XRCC6BP1,6.379309811883192
PMF1,6.3792934680689415
SPO11,6.378317260566711
BDNF-AS,6.378048727978661
APH1A,6.375103451733271
LOC728613,6.373030568049578
NXPH3,6.372057681307578
WDFY3,6.371606131048613
SOHLH2,6.370847038740896
CD27,6.369577278029151
UPK1B,6.369419594460817
RPF1,6.369254311894774
CSRP1,6.36822510540849
TMEM109,6.367951862894505
UNC13C,6.365960758462099
SLC6A11,6.365479568556027
LENG8,6.36500941857678
ATP5G2P1,6.364329588722658
TFR2,6.363425716106913
ZNF292,6.362678745101141
COX7A2,6.362111013614017
AGBL1,6.3620076219603625
MGC39584,6.361924842977178
LOC100294145,6.360719578973667
CYSTM1,6.358073209428612
LOC729296,6.356891386466353
AL022344.5,6.35618011186416
AQP6,6.355874203676885
SPCS1,6.355295242775833
HDAC5,6.353300875589251
LOC101929315,6.352383049949254
MSRB2,6.351671149824215
BC036055,6.350869182542566
C1orf177,6.349381251732673
DEFB119,6.34860992260343
LTK,6.348066386215471
GPR62,6.346710368977191
BTBD6,6.346383208402523
CPAMD8,6.343473105793936
GTF2H3,6.342983189093354
FRYL,6.342783993632133
FGD5,6.342667821963042
C1orf85,6.34209209001997
PNLIP,6.342030462117371
PF4,6.340878829639297
COPS7B,6.3371046429546585
TUBB4B,6.335411338301147
SMAD2,6.334010497316069
WIPI1,6.333788206200237
CTAGE11P,6.332532176449195
LOC100996668,6.331378731799756
SH3GL1P2,6.328107846356663
AKIRIN1,6.327567144111795
LOC146795,6.327448181707836
RP1,6.325890749518764
ACTR3,6.325318261002078
SMEK3P,6.323308032118776
EHF,6.322767418024449
ACSS2,6.322412949801532
SLC25A23,6.3195254695244465
CDHR2,6.319342531466202
TM4SF18,6.31638389700678
ETV6,6.31630995085371
ZNF407,6.316135328832677
RAD23A,6.316090895216416
ZNF99,6.316073030699756
RP11-21L23.2,6.313835770855183
SH2B3,6.310406224304506
KIAA1217,6.308955826880527
DUSP1,6.30884281299
TOLLIP,6.308686049021347
RFX1,6.305360053563698
TNFRSF25,6.304922153747997
SPIDR,6.303999278385934
HGS,6.30153892826951
MYLK-AS1,6.300931611808917
RP11-471G13.5,6.299826137053595
RXRA,6.299450357115591
SARS,6.2990536797432775
LOC200609,6.296287436256958
LOC101929384,6.294901415164532
PI4KB,6.294565009238898
HOOK2,6.294518189475251
C9orf53,6.294393583753062
SPTBN4,6.294384310857371
SNIP1,6.291478393647635
DIP2A,6.290874772941536
NOVA2,6.29002207941289
KLC3,6.289846324210275
TMSB4Y,6.28872889978354
VAMP5,6.2886477668503185
CLDN11,6.2845910680626575
TMEM92,6.284555508545142
LOC100506882,6.283901887600449
DHDDS,6.282331536093052
MST1R,6.2822211053899055
PML,6.2767313295936376
RP11-884K10.7,6.275908262727338
NDUFB9,6.275859488972535
RAB42,6.275761563132123
TRMT61A,6.275678610175997
VEGFB,6.275130543616531
ANP32E,6.27487026147282
TAF1B,6.2733453284140435
AKAP7,6.271450959167243
SPC25,6.269944318422061
CRTAM,6.269246249734545
TMEM150A,6.269129843670282
CHRD,6.266183033173072
EXTL1,6.265738985411901
CDK4,6.265339708302941
DVL3,6.264864527287455
APOPT1,6.263918568115985
LINC00382,6.263693647212867
FOSL2,6.262845640020178
NDST4,6.262252192989179
BACH1,6.261814336811505
IER3,6.261788867970777
HPSE2,6.259538518878584
VAMP1,6.25923250488369
LOC100996756,6.257436883281782
SPATA2,6.257162743912124
ELK2AP,6.254441624048975
LOC100132735,6.252676426529917
LOC102723990,6.252051509887908
PDCD2L,6.251140826352322
RTFDC1,6.250559080691245
LOC221814,6.249745396091033
FAM198A,6.249593995057424
NEFM,6.247765658014021
LOC339803,6.247151016316726
N4BP2L2-IT2,6.246157895483604
LOC101927057,6.245157306846667
NTRK3-AS1,6.2440997265804725
EMP2,6.243435992049374
AK123826,6.2423492185182266
PMS2P3,6.242109140900663
AK021537,6.241677576026928
TGFB2,6.241431912860675
MEIS1,6.2394949544042735
NDNF,6.239027884367242
ZNF717,6.238213329967721
RWDD2B,6.237489578497309
ASUN,6.237261986923371
RPP25,6.237060726951942
ZNF358,6.236714203217708
RP11-352G9.1,6.234452554843329
ATP13A4-AS1,6.23421841214299
CHMP5,6.233958986916397
ZNF341,6.233094413373808
C9orf84,6.230328633420404
LOC101927417,6.22981425918006
CYAT1,6.228316371573664
PPFIA2,6.226494024227387
RP11-798M19.6,6.225198791180469
KRTAP5-8,6.222855411291733
VPS13D,6.221083631838179
RP11-510C10.4,6.219533200381517
NUP155,6.2184908177343665
SIDT2,6.218038589428341
C19orf60,6.217248150416049
KRTAP9-4,6.2155082870353295
CHRNB3,6.215078795611157
NUDT16L1,6.2129433653650885
SNX31,6.211345342931474
FAM230B,6.211099410968494
ECE1,6.209750053137972
NTSR2,6.205262015077133
MISP,6.203634327680024
EMC8,6.203473037072395
ZNF711,6.199356165530413
SMUG1,6.197003110302239
ZNF626,6.196287756112694
UBE2Q2,6.195239666362489
TMEM145,6.195174073440973
RIOK1,6.194756330457722
FAM3D,6.193428471424695
BASP1,6.193285406932754
PCDHB15,6.191487461608577
IL1B,6.191466326918987
FFAR1,6.19144354924346
AIMP2,6.1910668877133155
SDC3,6.189936064361713
SNORD3A,6.18959657903523
H1F0,6.1888888178025265
SIGLEC6,6.185786846935219
PSMB9,6.185470960536566
MOCS2,6.18423603535751
ARFRP1,6.18420266590045
FMO6P,6.182720543790609
OGDH,6.181835129251975
E2F4,6.181132679527663
LEPREL4,6.180493458738259
AGFG1,6.179378250137946
LOC101928739,6.179264833429938
CTB-25B13.12,6.178854972722083
WDTC1,6.178840133058419
CTD-2554C21.3,6.178440267779485
AKAP11,6.1780103302411415
DDX11,6.175575348442782
GH1,6.1739446175150965
GLYCTK,6.173038108625344
IL12RB1,6.172234450165632
C6orf89,6.171554004521458
CPE,6.170509864052306
SLIT1,6.16822896764842
RP11-732A19.1,6.164649849534327
CEACAM21,6.1645556194826865
SH3D19,6.163902567251971
SLC9A8,6.161793255746719
API5,6.16166517291589
LOC340017,6.160167175151026
BCAS1,6.158311241971752
DYSF,6.157952627449637
DCAF10,6.156074155989262
GGT5,6.1551759759179
DNAJC28,6.154945207393069
UQCRQ,6.153369153233292
PUS1,6.152160608856988
CASD1,6.151654874196672
RPSA,6.151327672331052
LINC00327,6.150402112950901
SCARNA2,6.149833171360987
ABCE1,6.146186366505201
RNPS1,6.1459030084427075
GMFB,6.145615236332906
SPAG9,6.14422407673566
LINC01134,6.14306715155619
TOP1MT,6.141824799392195
UBOX5,6.141487109955777
DPCD,6.140998503660478
SNRPD3,6.1406614552570264
ANKRD30BP2,6.139464002791689
FHL3,6.135954402513735
ZNF436,6.135477534610169
CCT7,6.134264738253066
CYP51A1,6.133204376310298
PPP1R32,6.133177763067733
RAB35,6.131895089314312
PNRC2,6.130781813954277
C2orf57,6.130688269288834
PDLIM3,6.130157749450701
CA5B,6.129930927525274
RASSF1-AS1,6.125305898856751
PSMD7,6.125114638420108
SGPP1,6.124245803198181
RAB2A,6.124182054603988
FKBP1A,6.123108449909234
ZNF749,6.123089295911903
GAA,6.121835790348703
TBC1D15,6.12006465986255
PPP6C,6.118669727966528
TNAP,6.113703551679116
LOC101928457,6.113684010094697
CHPT1,6.113376151776074
SH3BGRL2,6.112561116639354
KLK11,6.111028480486758
METTL3,6.110599682476991
PLXNB2,6.109732808379203
SCNN1D,6.109345743178154
SEC11A,6.10857159916108
ATP6V1B2,6.108494102732812
OR10C1,6.108165852682363
C14orf180,6.106724280264847
MPO,6.104988433319532
LOC101929607,6.103853728020897
SPIRE1,6.103332136180172
PAIP2B,6.100964463270543
POM121L9P,6.100960136811436
COLGALT2,6.100401772314049
FLAD1,6.099435745933477
FAM32A,6.098573015641136
CCL14,6.098117027987779
TFCP2,6.09638353957597
AXIN1,6.096313268875076
TNK2,6.096185445433501
ECD,6.096062938942361
CTD-3025N20.3,6.092151221447219
AXIN2,6.091606170399061
EPHA5-AS1,6.091341410941674
LOC100130111,6.091318596081264
MTFP1,6.091210316426572
ZNF441,6.091190233393676
CACNA1A,6.091055811141832
RPN2,6.090454883256132
SLC51A,6.089923042806197
C1orf94,6.089231145514669
KRT25,6.088774583113169
LRRC74,6.085497037814457
HNRNPR,6.084898814996002
TCRBV15S1,6.083815208667125
RP11-654A16.3,6.08374178343504
ENPP6,6.080212922527738
NAALAD2,6.0799488312190375
PRKRIR,6.0794619566609125
HEIH,6.079162896415863
TMPRSS3,6.078833894735542
PPP1R7,6.076853128092082
LOC101929475,6.076649808271114
PARL,6.075529118683147
OTX2-AS1,6.075310776912874
LHFPL1,6.0748294010168395
ZNF71,6.074437313578596
TNNI1,6.074426067561137
ENOX2,6.071584396925958
ANAPC2,6.071242272026223
RPS19,6.0690946929375045
DVL2,6.068557709511396
NIT2,6.068350597070326
WAS,6.067668267023222
RBP7,6.06566936197035
LOC101927609,6.06474664217907
ZCWPW1,6.063857059791947
WDR83,6.06312328637225
SNUPN,6.061370821223743
KLHL25,6.0598817181048545
FAM3A,6.059250629014975
RP5-894A10.6,6.055838224297314
SPAG8,6.05467036782388
SATB2,6.053435268388366
SSU72P8,6.0527021128648455
MAST4,6.051582131237646
SCD5,6.051336864587575
ALDH4A1,6.050303394128239
CMC1,6.049015833274556
NUDT1,6.048938264661015
LOC388456,6.04527689537359
GAS6,6.0452765647175
CASP12,6.045172714914433
PKLR,6.045008470947963
FCGBP,6.044841449754495
SMIM10,6.043535644077791
LOC1720,6.043168771246547
ANKRD22,6.043106285156312
LINC00112,6.041842113200764
CLPS,6.039307601925899
KCNG3,6.038506018262307
ITK,6.037353253201561
SLC33A1,6.03730278485176
CTD-2035E11.5,6.0357497885561955
RP5-1103G7.10,6.034181939638442
GPR173,6.033288283166274
HVCN1,6.0329139378062795
OR1C1,6.032733658926381
TBC1D23,6.032624909279151
XRCC3,6.032276955782876
THY1,6.031248455061908
BC033528,6.029404420287369
ACKR3,6.028830433375066
CLK3,6.026557891259416
R3HDM4,6.0257035116246955
RAB22A,6.025325368887331
HMGN2P46,6.025093403409261
SASH1,6.0244572711271065
KEL,6.022986127702598
LINC01095,6.022730008873801
C6orf1,6.020352418988976
INF2,6.016921245793173
C7orf49,6.016839437301576
AX748066,6.016483056430808
PRIM1,6.014600612377619
TMEM71,6.014283812523271
HMGA1,6.013996777042412
TP73,6.012902824516074
SGCB,6.010616336248605
HOXB8,6.0078499199160165
CTTNBP2,6.007501387409544
ZNF747,6.007180049943035
ODF3,6.00698366366266
LTBR,6.006527387358775
CD63,6.004100106667462
MAGEA10,6.003859042974455
REXO2,6.001450559778265
TIAL1,6.001212434839554
CASP4,5.997400584715982
CRCP,5.997157301611048
OGFR,5.99699787482886
RAB3D,5.99667817520945
ZFAND2B,5.995658523814738
ZNHIT2,5.994462919722096
NARR,5.993790824902812
DEGS2,5.9929888762353585
PDZD4,5.992656294361378
NLRP1,5.991568416410558
LILRB1,5.991332946519854
SPEN,5.991251657173739
PKD1L1,5.990490700675319
MAP2K4,5.989888343568356
NCK1,5.989573245665846
LOC646903,5.989551913999277
IER2,5.987761183267899
DCLK2,5.987517455994878
SCOC,5.986007466496215
SMARCD2,5.985853988098508
FMNL2,5.985599339679176
C4orf22,5.9843452280997225
TMED7,5.984103664403389
GALNT4,5.983853887396095
UBTD2,5.983619757971691
ACOT1,5.983342173639811
PRODH2,5.981970016228984
SLC44A5,5.981507215175412
SLC9A1,5.981277494284521
ADAM3A,5.981117572040538
RP6-201G10.2,5.9807149265570105
IGKV1-37,5.9785970673183035
SLC43A3,5.978298952091999
LOC157931,5.9780930176221405
CLUH,5.977815820493759
NOS2,5.9770086903974775
TACR2,5.976938544761774
APOBEC2,5.975863734025089
NABP2,5.9756608587282445
COL7A1,5.974518448670533
POLR3K,5.974433518965028
SLC1A3,5.972885290984159
DLEU2,5.971168243654822
INPP4B,5.970482629389261
AC007364.1,5.969166732038771
NBEAL2,5.968842759037272
TSR2,5.967862753345539
LOC102725072,5.966588241618871
CATSPERD,5.966207860445311
SLC10A3,5.965554556463605
DKFZp564H213,5.9648746750750155
KIAA0391,5.964186677516913
MLANA,5.962692677098356
GLI4,5.9607779855730465
DRC1,5.960027610267663
HIST1H3B,5.958196646592493
TXNDC15,5.957481413225334
MUC6,5.954822326071921
NSUN5,5.9539467403446595
CNIH3,5.953518364669434
GRASP,5.953126567733624
MSLN,5.952865718682006
ARPC2,5.952527343779787
FERMT3,5.9522064407060125
SBF2,5.952187081415283
SEC14L3,5.951732356980755
MS4A5,5.950415682164373
ZNF22,5.9500454054415925
TSPAN12,5.9498528395834205
DNAJB9,5.949604699082225
MIEN1,5.949321611403486
OSTC,5.949238462268387
HSD11B1,5.948895737518005
OASL,5.948733106184531
OSR2,5.948700814653064
RP6-99M1.2,5.947588173693771
STX6,5.947489472143667
SPRY2,5.947157690761488
FAM170B-AS1,5.9465210602246055
DCK,5.945180270245414
WHSC1,5.944928185573906
NUCB1,5.944603577002301
PRDM4,5.944491885738836
MRC1,5.941842887090105
HLA-E,5.941795935676997
RP11-66N11.7,5.941469667759268
C1RL,5.941382450701925
GNPDA1,5.9399162126260645
UFC1,5.939672982614254
DLX6,5.9393832159443845
RPS6KA1,5.939138833938102
PIGY,5.938197303033635
TCERG1,5.938102092171854
RP11-255A11.4,5.93684052843269
MLYCD,5.935758910940793
RP11-157P1.4,5.935159215877447
AC007389.3,5.934603643161897
WIPF2,5.933368677025338
PHF19,5.932903590479864
GNG5,5.932824316170261
SLC7A8,5.932793268135299
LOC285889,5.932274234787954
MOB4,5.930084365712877
F2RL1,5.929694951575934
IQCF6,5.928116873449185
BTK,5.9279796282614186
ANKRD52,5.927814486165227
LHX1,5.927612720173471
GNAI2,5.926133782673708
YY1,5.92382816977261
LILRB2,5.922477611634872
RPL34,5.922007187323304
RP11-644F5.11,5.921949209422007
CLUAP1,5.921538561273054
FLG,5.918780990280265
ETS2,5.918030107566373
TXNDC9,5.917426821271132
ATG9A,5.915071138392417
TRAF3IP3,5.914836002392581
ALKBH5,5.9143922159827085
S100A10,5.913813375667323
NEB,5.9098909258502825
FGF12,5.909560689410794
POLR2J2,5.908080557367077
TMEM51,5.907195363607112
TSPAN3,5.906132625947461
RPS24,5.905073500424167
TTLL13,5.904575641249116
LCAT,5.904394153385887
DUTP1,5.90218532454007
MRFAP1,5.899322277994318
KIDINS220,5.8993110286335195
FSTL4,5.8985587895779386
MLF2,5.892949850573697
C5orf45,5.892656251883492
RP11-382F24.1,5.892240226528771
LOC101927620,5.892051076609308
RAB23,5.891919812604963
LOC101927972,5.890583682214816
SIGLEC10,5.890233880498696
MYL12B,5.890089606069699
DAGLB,5.889618521570375
SAMD5,5.887158945513445
UGT3A1,5.886560434013991
LINC00424,5.885829506506657
DOLK,5.88579713042312
LOC100287098,5.88498625045951
RAB2B,5.884879836165048
KCNA1,5.884398337303105
CTD-2269F5.1,5.884074455248408
CCNG1,5.884062568061915
SCAMP1,5.8838178067529405
OR7E156P,5.883696504903721
RAI2,5.882570891814775
SH2D1A,5.882067540134242
POLRMT,5.879810876183783
THRB,5.879732611210273
RUFY2,5.879207423494972
INPP5K,5.87814546723205
NAMPT,5.876140269438981
FAM219A,5.875354646593094
RRAS2,5.873672426690094
GSTTP1,5.8723836217866
DOCK2,5.871559113416504
BC038755,5.8714838486255525
RP4-794H19.1,5.871223027136231
MORN5,5.871182609768924
ADAP2,5.870659819380268
ABHD11,5.8684234156308
KIAA0930,5.868296738779384
LOC101929019,5.867736124198771
HCN1,5.867047192581083
PTH1R,5.866053848254071
SSX2B,5.864127249639903
ABHD12,5.863717569486288
ATP2C1,5.863463579313274
MRPL55,5.862380611227601
MIR4435-1HG,5.86200916258275
CNKSR2,5.860677215272475
UBE2D2,5.860630436180711
GSTO1,5.859582324236969
LOC101928101,5.8595183997076274
LOC150005,5.85864494862935
RCE1,5.858632107155891
MINOS1P1,5.858369541194654
ACTR3C,5.857396054852087
FLJ10038,5.857039111022222
RP11-63A1.2,5.856064698224101
CDH2,5.853733171862958
NFKBIB,5.8510749577912256
MYZAP,5.84966648636978
MRPS18A,5.848604920688605
GPN1,5.843676669758245
STK17B,5.841971525409133
CSRP2BP,5.841536128408747
AP3D1,5.83978791039081
RP11-504A18.1,5.837674260944176
SRD5A3,5.8376060481713345
CCL18,5.8373835990249265
RFX7,5.834909578601637
UG0898H09,5.834237543900779
INSRR,5.834169803294449
F13A1,5.832311905858571
ZNF142,5.831891295048261
TMX3,5.831801140364716
NT5M,5.830533628819181
CYP1B1,5.830287661377573
ABCB4,5.827133137839085
DPY19L1,5.826711738449216
CALCRL,5.8266490747018
C10orf91,5.8257704328994295
B3GALT2,5.825442843148452
CDCA3,5.8243467743046216
LOC100288175,5.823138064081101
LOC101060510,5.822635330149742
CTD-2199O4.3,5.822075260095167
KLF11,5.821713175313748
RP11-727F15.11,5.820261360778457
NDFIP1,5.819513498984474
GPR78,5.818064450115183
PSG2,5.816143343963907
TLR5,5.815187849728856
EIF3B,5.815102096112763
NUP93,5.814576292500293
FGFR2,5.814098387235093
LOC102725408,5.813912278645303
MAML2,5.813206137151007
LMOD3,5.808893854975145
UBE2V2P3,5.80787019303843
PABPC1,5.80779898665622
RP3-391O22.2,5.8077305812886175
SLITRK4,5.8059486381845336
MBD6,5.805855771750737
RFX3,5.805040973238495
SLC18A2,5.802654600913162
RBM25,5.801927439171014
DBET,5.801923407910934
SYNE1,5.801162674106331
FYN,5.8001717221828235
ARHGAP1,5.79877697016195
DHRS7,5.797626956506185
LINC01061,5.79654781325013
LIPA,5.795345600377373
TXNRD1,5.794382204935152
C16orf58,5.793297658619109
UGGT2,5.792659517794221
C17orf104,5.792610305750224
L3HYPDH,5.791649530188198
TENM4,5.791485525905095
HOXD4,5.78934823696306
LOC642620,5.788767857133743
KDF1,5.788259168863613
LOC101928386,5.786596941064094
CTC-510F12.4,5.786275624289188
SLC38A5,5.785883902602166
SERPINI1,5.7844452800561745
OCRL,5.784227345139177
PSME3,5.783991378886203
IQUB,5.783917275021955
RABL3,5.7836539719132665
PCDH1,5.783354793877496
AES,5.782156287964694
YY1AP1,5.782068542256401
ARNT2,5.780827007513227
EAF2,5.7803023804809435
RABL2A,5.779876687418672
OPA3,5.7791578721263015
SEMA6C,5.777375564309818
CA10,5.775504521990526
GTF2A2,5.773802144759891
PTGIR,5.773237295375972
ARHGEF16,5.7706731130092175
LINC00648,5.77052122166712
LMO3,5.770081668964634
LOC100506047,5.76866292040847
DNAJB5,5.768083211314144
P2RY4,5.767286189731741
TMC8,5.76728410655246
ZNF461,5.766890496747676
ABT1,5.76562047285425
DDX1,5.764792441454351
IGHG1,5.763526532536518
HOXB-AS3,5.7622754422948645
HDAC11,5.758735500102566
ATP11A,5.758656682719173
CDH7,5.758496602858851
LAMTOR3,5.758406996949177
RAB27A,5.757906379429662
AP2B1,5.7560788520065245
ATP8B5P,5.755496301920045
PCBD1,5.754823130848117
ZDHHC8,5.7546824557078455
TMPO,5.753901916614552
SH2B1,5.75383557551408
FCRL1,5.753679865089311
LOC100505658,5.753119776467779
AZU1,5.752466328747845
SIRT3,5.751574510003347
ZCRB1,5.7510672126062286
ALOX15B,5.749251665364231
TCTEX1D1,5.747492235786132
ASTE1,5.747296429276339
PDX1,5.745511896644164
SCMH1,5.745010235505264
PLSCR1,5.744934590220982
ITGB4,5.744679882749822
LOC283482,5.744044725860154
DTD1,5.7416237128139755
PREB,5.7409018626828585
CHRNE,5.740454585132894
LOC101928371,5.739736227220596
EFNB3,5.739675257325219
KLHDC3,5.739460234037168
PAPOLA,5.737517204062637
TKT,5.7373401732620035
LOC645513,5.736239575908039
LOC100507562,5.7358484847485665
AP000253.1,5.732902067205925
C2,5.7325008234118595
LOC100288721,5.732458972654735
DOCK8,5.7322982242816405
KIF13A,5.730815826402134
ZFYVE21,5.730803643485226
TRIM17,5.729510174016013
MPZ,5.72863895047013
MIA3,5.7282070772667035
HIST1H3F,5.726994259293977
FAM227B,5.726291377363761
LINC00886,5.725462127313352
C15orf43,5.725256983149855
ITGAD,5.723310074589062
PRKCI,5.722831175866531
TMEM225,5.722429594991803
GCHFR,5.719090779874229
TCEB2,5.718941628504919
AV8S2A1N1T,5.718697905343559
MIR6890,5.718495365897674
SIPA1L3,5.717433832085849
LINC00917,5.716430795074398
LINC00507,5.715084376014787
ARNTL2-AS1,5.712287962490579
LINC00271,5.7114908695324305
SOCS2-AS1,5.710205209149453
